ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: site-sidebar-layout,Meta: site-content-layout,Meta: theme-transparent-header-meta,Meta: _yoast_wpseo_content_score,Meta: _wxr_import_user_slug,Meta: _astra_sites_imported_post,Meta: _uag_css_file_name,Meta: _astra_sites_enable_for_batch,Meta: _yoast_wpseo_primary_product_cat,Meta: yikes_woo_products_tabs
,simple,Bracelet pearl,Paloma's Timeless Baroque Link,1,0,visible,"Elevate your style with our exquisite 18K Gold Plated Stainless Steel Baroque Freshwater Pearl Bracelet. This stunning piece features a rectangular link chain bracelet that exudes timeless elegance and sophistication. Crafted with high-quality stainless steel and finished with a luxurious 18K gold plating, this bracelet is a symbol of classic charm.

Whether you are dressing up for a special occasion or simply adding a touch of luxury to your everyday look, this bracelet is the perfect accessory. The lustrous freshwater pearl adds a touch of femininity and grace, making it a versatile piece that can be worn with any outfit.

Our gold plated bracelet is the perfect addition to your jewelry collection. The combination of the classic design and high-quality materials ensures that this bracelet will withstand the test of time and remain a staple in your accessories wardrobe.

This bracelet also makes a thoughtful gift for a loved one. Whether it's a birthday, anniversary, or any other special occasion, this piece is sure to be cherished and treasured. The adjustable size ensures a perfect fit for any wrist, making it a great option for gifting.

Add a touch of luxury to your look with our 18K Gold Plated Stainless Steel Baroque Freshwater Pearl Bracelet. Shop now and elevate your style to the next level.","Elevate your style with our exquisite 18K Gold Plated Stainless Steel Baroque Freshwater Pearl Bracelet. This stunning piece features a rectangular link chain bracelet that exudes timeless elegance and sophistication. Crafted with high-quality stainless steel and finished with a luxurious 18K gold plating, this bracelet is a symbol of classic charm.

Whether you are dressing up for a special occasion or simply adding a touch of luxury to your everyday look, this bracelet is the perfect accessory. The lustrous freshwater pearl adds a touch of femininity and grace, making it a versatile piece that can be worn with any outfit.

Our gold plated bracelet is the perfect addition to your jewelry collection. The combination of the classic design and high-quality materials ensures that this bracelet will withstand the test of time and remain a staple in your accessories wardrobe.

This bracelet also makes a thoughtful gift for a loved one. Whether it's a birthday, anniversary, or any other special occasion, this piece is sure to be cherished and treasured. The adjustable size ensures a perfect fit for any wrist, making it a great option for gifting.

Add a touch of luxury to your look with our 18K Gold Plated Stainless Steel Baroque Freshwater Pearl Bracelet. Shop now and elevate your style to the next level.",,,taxable,1,1,2,0,0,0,,,,,1,,,49.00,Gold Plated Bracelet,,,"https://static.wixstatic.com/media/438f18_4470257b542f419dbb241023a01875c2~mv2.jpg,https://static.wixstatic.com/media/438f18_f45e619fc6b0492db00195fe91e3f167~mv2.jpg,https://static.wixstatic.com/media/438f18_74da5e5db3164d85b2264cbdb710f046~mv2.jpg,https://static.wixstatic.com/media/438f18_5cfc499a02114d45b5501e26964488d9~mv2.jpg",,,,,,,,,0,default,default,default,30,ramak,1,,1,,"a:1:{i:0;a:3:{s:5:""title"";s:10:""Custom tab"";s:2:""id"";s:10:""custom-tab"";s:7:""content"";s:10:""<p>tab</p>"";}}"
,simple,JDE2023297,Bondi Beach Hoops,1,0,visible,"Elevate your style with the Bondi Beach Hoops with Conch Pendant from our Ocean Collection. These stunning gold plated earrings are the perfect accessory for any occasion, whether you're heading to the beach or a fancy evening event. The delicate design of these hoop earrings exudes a sense of beauty and elegance that is sure to turn heads.

Crafted from stainless steel and plated in 18K gold, these earrings are not only stylish but also hypoallergenic, waterproof, and nickel-free, making them suitable for even the most sensitive ears. The timeless design of these earrings makes them a versatile addition to any jewelry collection, perfect for everyday wear or special occasions.

The Bondi Beach Hoops with Conch Pendant are a must-have for anyone who loves gold plated jewelry. The unique conch pendant adds a touch of seaside charm to these already stunning earrings, making them a true statement piece. Whether you're looking for a gift for a loved one or simply want to treat yourself, these earrings are the perfect choice.

Don't miss out on the opportunity to add these beautiful gold plated earrings to your collection. Shop now to find the perfect pair for you or a loved one. With their timeless design and high-quality materials, the Bondi Beach Hoops with Conch Pendant are sure to become a favorite in your jewelry box. Order yours today and elevate your style to the next level.","Elevate your style with the Bondi Beach Hoops with Conch Pendant from our Ocean Collection. These stunning gold plated earrings are the perfect accessory for any occasion, whether you're heading to the beach or a fancy evening event. The delicate design of these hoop earrings exudes a sense of beauty and elegance that is sure to turn heads.

Crafted from stainless steel and plated in 18K gold, these earrings are not only stylish but also hypoallergenic, waterproof, and nickel-free, making them suitable for even the most sensitive ears. The timeless design of these earrings makes them a versatile addition to any jewelry collection, perfect for everyday wear or special occasions.

The Bondi Beach Hoops with Conch Pendant are a must-have for anyone who loves gold plated jewelry. The unique conch pendant adds a touch of seaside charm to these already stunning earrings, making them a true statement piece. Whether you're looking for a gift for a loved one or simply want to treat yourself, these earrings are the perfect choice.

Don't miss out on the opportunity to add these beautiful gold plated earrings to your collection. Shop now to find the perfect pair for you or a loved one. With their timeless design and high-quality materials, the Bondi Beach Hoops with Conch Pendant are sure to become a favorite in your jewelry box. Order yours today and elevate your style to the next level.",,,taxable,1,1,6,0,0,0,,,,,1,,,56.00,Gold Plated Earring,,,"https://static.wixstatic.com/media/438f18_752bdf95422e4473b6e966030f9d3f58~mv2.jpg,https://static.wixstatic.com/media/438f18_864540eb9de447f0883fb36a3b6d0abe~mv2.jpg,https://static.wixstatic.com/media/438f18_3469e28f3e3049f599c70a4eb6b1fa06~mv2.jpg",,,,,,,,,0,default,default,default,30,ramak,1,,1,,"a:1:{i:0;a:3:{s:5:""title"";s:10:""Custom tab"";s:2:""id"";s:10:""custom-tab"";s:7:""content"";s:10:""<p>tab</p>"";}}"
,simple,JDE201799,Julia's Radiant Tassel Hoops,1,0,visible,"Add a touch of elegance to your jewelry collection with our Tassel Temptation Hoops. These stunning hoop earrings are crafted from 18k gold-plated stainless steel, ensuring durability and a luxurious finish. The small pearl tassels add a unique and sophisticated touch to these already beautiful earrings.

Not only are these Tassel Temptation Hoops stylish, but they are also practical. The hypoallergenic design makes them suitable for even the most sensitive ears, while the waterproof feature ensures longevity and ease of maintenance. These earrings are perfect for everyday wear, effortlessly transitioning from day to night with ease.

Whether you're looking for the perfect gold plated earrings to elevate your outfit or searching for a special gift for a loved one, our Tassel Temptation Hoops are the ideal choice. The timeless beauty and contemporary design of these earrings make them a versatile addition to any jewelry collection.

Make a statement with our Tassel Temptation Hoops and experience the perfect blend of sophistication and style. Shop now to add these must-have earrings to your collection or to find the perfect gift for that special someone. Don't miss out on the opportunity to own these exquisite gold-plated earrings that are sure to become a staple in your wardrobe. View our size guide to ensure the right fit for you or your loved one.","Add a touch of elegance to your jewelry collection with our Tassel Temptation Hoops. These stunning hoop earrings are crafted from 18k gold-plated stainless steel, ensuring durability and a luxurious finish. The small pearl tassels add a unique and sophisticated touch to these already beautiful earrings.

Not only are these Tassel Temptation Hoops stylish, but they are also practical. The hypoallergenic design makes them suitable for even the most sensitive ears, while the waterproof feature ensures longevity and ease of maintenance. These earrings are perfect for everyday wear, effortlessly transitioning from day to night with ease.

Whether you're looking for the perfect gold plated earrings to elevate your outfit or searching for a special gift for a loved one, our Tassel Temptation Hoops are the ideal choice. The timeless beauty and contemporary design of these earrings make them a versatile addition to any jewelry collection.

Make a statement with our Tassel Temptation Hoops and experience the perfect blend of sophistication and style. Shop now to add these must-have earrings to your collection or to find the perfect gift for that special someone. Don't miss out on the opportunity to own these exquisite gold-plated earrings that are sure to become a staple in your wardrobe. View our size guide to ensure the right fit for you or your loved one.",,,taxable,1,1,6,0,0,0,,,,,1,,,59.00,Gold Plated Earring,,,"https://static.wixstatic.com/media/438f18_c25a1e964c0a4e1f8f461a4b334b6c93~mv2.jpg,https://static.wixstatic.com/media/438f18_02eb785b3e1349b99eeeee4fa4a254f6~mv2.jpg,https://static.wixstatic.com/media/438f18_b789e658da284787b0f3f270dcf5bd13~mv2.jpg",,,,,,,,,0,default,default,default,30,ramak,1,,1,,"a:1:{i:0;a:3:{s:5:""title"";s:10:""Custom tab"";s:2:""id"";s:10:""custom-tab"";s:7:""content"";s:10:""<p>tab</p>"";}}"
,simple,JDWN2302003,Palm Beach Necklace,1,0,visible,"Introducing the Palm Beach Necklace, a stunning piece of jewelry that combines natural beauty with elegant design. This gold plated necklace is made from durable stainless steel and features captivating natural stones that add a touch of sophistication to any outfit. 

The Palm Beach Necklace is the perfect companion to our Obelisk bracelet, creating a coordinated look that exudes understated elegance. Whether you're dressing up for a special occasion or simply adding a touch of glamour to your everyday style, this necklace is sure to impress.

Not only is the Palm Beach Necklace stylish, but it's also practical. Made from hypoallergenic materials, it's safe for those with sensitive skin. Plus, it's waterproof, nickel-free, and tarnish-resistant, ensuring that it will maintain its beauty for years to come.

This gold plated necklace is a versatile piece that can be dressed up or down, making it a must-have addition to any jewelry collection. Whether you're looking for the perfect gold plated accessory for a night out or a chic everyday piece, the Palm Beach Necklace is the right choice.

Experience the beauty of the Palm Beach Necklace for yourself. Shop now to add this exquisite piece to your jewelry collection or to find the perfect gift for a loved one. With its timeless design and high-quality craftsmanship, this necklace is sure to become a favorite for years to come.","Introducing the Palm Beach Necklace, a stunning piece of jewelry that combines natural beauty with elegant design. This gold plated necklace is made from durable stainless steel and features captivating natural stones that add a touch of sophistication to any outfit. 

The Palm Beach Necklace is the perfect companion to our Obelisk bracelet, creating a coordinated look that exudes understated elegance. Whether you're dressing up for a special occasion or simply adding a touch of glamour to your everyday style, this necklace is sure to impress.

Not only is the Palm Beach Necklace stylish, but it's also practical. Made from hypoallergenic materials, it's safe for those with sensitive skin. Plus, it's waterproof, nickel-free, and tarnish-resistant, ensuring that it will maintain its beauty for years to come.

This gold plated necklace is a versatile piece that can be dressed up or down, making it a must-have addition to any jewelry collection. Whether you're looking for the perfect gold plated accessory for a night out or a chic everyday piece, the Palm Beach Necklace is the right choice.

Experience the beauty of the Palm Beach Necklace for yourself. Shop now to add this exquisite piece to your jewelry collection or to find the perfect gift for a loved one. With its timeless design and high-quality craftsmanship, this necklace is sure to become a favorite for years to come.",,,taxable,1,1,5,0,0,0,,,,,1,,,59.00,Gold Plated Necklace,,,"https://static.wixstatic.com/media/438f18_fa69eaac2e2e4c1a8dc2bc83db20acd1~mv2.jpg,https://static.wixstatic.com/media/438f18_c92ecbc14f3d4a2a9f046b94f7399ab5~mv2.jpg,https://static.wixstatic.com/media/438f18_a2111b7801ab481b8ef62e1d27fac946~mv2.jpg",,,,,,,,,0,default,default,default,30,ramak,1,,1,,"a:1:{i:0;a:3:{s:5:""title"";s:10:""Custom tab"";s:2:""id"";s:10:""custom-tab"";s:7:""content"";s:10:""<p>tab</p>"";}}"
,simple,JDNP791-1,Suzy's Dazzling Double Pearl Choker,1,0,visible,"Add a touch of luxury to your outfit with our Waterproof 18K Gold Plated Stainless Steel Necklace. This stunning Double Layer Freshwater Pearl Choker Necklace is the perfect blend of sophistication and modern design. The timeless elegance of this necklace makes it suitable for any occasion, from casual outings to formal events.

Crafted from high-quality stainless steel and plated with 18K gold, this necklace is not only stylish but also durable and waterproof. The gold plating adds a touch of luxury to the design, making it a standout piece in your jewelry collection. The freshwater pearls on the double layer choker add a classic and elegant touch, perfect for those who appreciate timeless beauty.

Whether you're dressing up for a night out or adding a touch of elegance to your everyday look, this necklace is the perfect choice. The adjustable chain allows you to customize the fit to your liking, ensuring comfort and style all day long. 

This Waterproof 18K Gold Plated Stainless Steel Necklace is the perfect gift for yourself or a loved one. Its versatility and timeless design make it a great addition to any jewelry collection. Shop now and add a touch of luxury to your outfit with this beautiful necklace.","Add a touch of luxury to your outfit with our Waterproof 18K Gold Plated Stainless Steel Necklace. This stunning Double Layer Freshwater Pearl Choker Necklace is the perfect blend of sophistication and modern design. The timeless elegance of this necklace makes it suitable for any occasion, from casual outings to formal events.

Crafted from high-quality stainless steel and plated with 18K gold, this necklace is not only stylish but also durable and waterproof. The gold plating adds a touch of luxury to the design, making it a standout piece in your jewelry collection. The freshwater pearls on the double layer choker add a classic and elegant touch, perfect for those who appreciate timeless beauty.

Whether you're dressing up for a night out or adding a touch of elegance to your everyday look, this necklace is the perfect choice. The adjustable chain allows you to customize the fit to your liking, ensuring comfort and style all day long. 

This Waterproof 18K Gold Plated Stainless Steel Necklace is the perfect gift for yourself or a loved one. Its versatility and timeless design make it a great addition to any jewelry collection. Shop now and add a touch of luxury to your outfit with this beautiful necklace.",,,taxable,1,1,4,0,0,0,,,,,1,,,59.00,Gold Plated Necklace,,,"https://static.wixstatic.com/media/438f18_372b4c6249e74c1b8c43caa6cbf65201~mv2.jpg,https://static.wixstatic.com/media/438f18_fa2723391db44404bdda6fda8494fe44~mv2.jpg,https://static.wixstatic.com/media/438f18_c5742c25a0554500a2c30544efc5a9a0~mv2.jpg",,,,,,,,,0,default,default,default,30,ramak,1,,1,,"a:1:{i:0;a:3:{s:5:""title"";s:10:""Custom tab"";s:2:""id"";s:10:""custom-tab"";s:7:""content"";s:10:""<p>tab</p>"";}}"
,simple,JDEW2305028-GN,Palm Beach Earrings,1,0,visible,"Indulge in the luxurious beauty of our Palm Beach Earrings, a stunning addition to our Ocean Collection. These exquisite earrings are crafted with 18K gold-plated stainless steel, ensuring a high-quality piece that radiates elegance. The combination of turquoise and lapis lazuli stones captures the vibrant hues of the ocean, making these earrings a true statement piece.

Not only are these earrings visually striking, but they also offer practical benefits. Hypoallergenic and waterproof, they are suitable for everyday wear without the worry of irritation or tarnishing. The nickel-free and tarnish-free design ensures long-lasting beauty, making these earrings a timeless addition to your jewelry collection.

Whether you're dressing up for a special occasion or adding a touch of sophistication to your everyday look, the Palm Beach Earrings are the perfect choice. The intricate detailing and exquisite craftsmanship make these earrings a versatile accessory that can be paired with a variety of outfits.

The Palm Beach Earrings are available in a range of sizes to suit your individual style, making them a perfect gift for yourself or a loved one. Elevate your jewelry collection with these stunning earrings that embody the beauty of the ocean.

Experience the beauty and elegance of our Palm Beach Earrings today. Shop now to view our full range of gold-plated jewelry and find the perfect piece to complement your style.","Indulge in the luxurious beauty of our Palm Beach Earrings, a stunning addition to our Ocean Collection. These exquisite earrings are crafted with 18K gold-plated stainless steel, ensuring a high-quality piece that radiates elegance. The combination of turquoise and lapis lazuli stones captures the vibrant hues of the ocean, making these earrings a true statement piece.

Not only are these earrings visually striking, but they also offer practical benefits. Hypoallergenic and waterproof, they are suitable for everyday wear without the worry of irritation or tarnishing. The nickel-free and tarnish-free design ensures long-lasting beauty, making these earrings a timeless addition to your jewelry collection.

Whether you're dressing up for a special occasion or adding a touch of sophistication to your everyday look, the Palm Beach Earrings are the perfect choice. The intricate detailing and exquisite craftsmanship make these earrings a versatile accessory that can be paired with a variety of outfits.

The Palm Beach Earrings are available in a range of sizes to suit your individual style, making them a perfect gift for yourself or a loved one. Elevate your jewelry collection with these stunning earrings that embody the beauty of the ocean.

Experience the beauty and elegance of our Palm Beach Earrings today. Shop now to view our full range of gold-plated jewelry and find the perfect piece to complement your style.",,,taxable,1,1,5,0,0,0,,,,,1,,,79.00,Gold Plated Earring,,,"https://static.wixstatic.com/media/438f18_c49966ad51e54e82a18d92c1abbdfc03~mv2.jpg,https://static.wixstatic.com/media/438f18_67b64b18f94e432196a751a5fc85fa75~mv2.jpg,https://static.wixstatic.com/media/438f18_328246cd470f4497a323022ae638c112~mv2.jpg",,,,,,,,,0,default,default,default,30,ramak,1,,1,,"a:1:{i:0;a:3:{s:5:""title"";s:10:""Custom tab"";s:2:""id"";s:10:""custom-tab"";s:7:""content"";s:10:""<p>tab</p>"";}}"
